1 441 397 84 551153 -97533 153.098 -27.0925
2 249 380 76 551098 -97559 153.083 -27.0997
3 633 377 75 551089 -97562 153.08 -27.1006
4 577 363 67 551043 -97588 153.067 -27.1078
5 105 360 62 551034 -97605 153.065 -27.1125
6 40428 335 15 550953 -97757 153.042 -27.1547
